AGE_GROUP,GENDER,EDUCATION,EMPLOYMENT_STATUS,TELECOM_COMPANY,REASON_FOR_CHOOSING,DURATION_WITH_COMPANY,PLAN _TYPE,MONTHLY_CHARGES,CHURN,CHURN_REASON_NETWORK_COVERAGE,CHURN_REASON_CUSTOMER_SERVICE,CHURN_REASON_PRICING,CHURN_LIKELIHOOD,MONTHLY_CHARGES_NUMERIC,GENDER_NUMERIC,AGE_GROUP_NUMERIC
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,3,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 201-300,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
18-24,FEMALE,HIGH SCHOOL GRADUATE,EMPLOYED FULL-TIME,AIRTELTIGO,COVERAGE,Less than 6 months,BOTH,GHS 101-200,YES,TRUE,TRUE,TRUE,2,4,2,2
